Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	relative changes	negligible changes	Expression of 0	Rows with missing values	Outlier
gene-PA1819	435	393	277	474	45	54	16	14	host	gene-PA1819	0.8853171476726346	0	0	0	1
gene-PA0606	31	27	32	25	11	12	2	6	host	gene-PA0606	0.6063094788035817	0	0	0	1
gene-PA0838	151	93	136	166	32	31	22	11	host	gene-PA0838	0.7446916531895461	0	0	0	1
gene-PA4797	46	57	21	42	5	9	4	4	host	gene-PA4797	0.8629489272626913	0	0	0	1
gene-PA3984	115	134	83	114	23	26	17	12	host	lnt	0.7318297957520375	0	0	0	1
gene-PA3672	64	69	12	14	4	4	2	2	host	gene-PA3672	1.2357736665091168	0	0	0	1
gene-PA1000	4398	2732	2029	2715	416	291	121	146	host	pqsE	0.9328059023812355	0	0	0	1
gene-PA2489	16	11	5	8	1	2	1	1	host	gene-PA2489	0.9320096433560342	0	0	0	1
gene-PA4312	34	43	23	36	11	8	10	5	host	gene-PA4312	0.6502594637851989	0	0	0	1
gene-PA1315	30	29	12	24	4	7	2	1	host	gene-PA1315	0.8391863025372439	0	0	0	1
gene-PA5283	71	59	29	56	9	9	5	2	host	gene-PA5283	0.873212459828649	0	0	0	1
gene-PA1983	1	2	2	6	0	0	0	1	host	exaB	1.247219128924647	0	1	0	1
gene-PA1335	94	64	143	71	19	16	3	6	host	gene-PA1335	0.8982025113966727	0	0	0	1
gene-PA1250	18	37	11	16	2	3	3	4	host	aprI	0.9531819908341327	0	0	0	1
gene-PPLUZ19_gp47	0	0	103	240	16	59	1493	1055	phage	gp47	1.4507439175968198	0	1	0	1
gene-PA3603	19	22	9	23	4	7	4	1	host	dgkA	0.7431885705237614	0	0	0	1
gene-PA2398	2390	3750	4448	4539	718	644	197	175	host	fpvA	0.8491655441532155	0	0	0	1
gene-PA0330	73	83	84	108	24	22	13	17	host	rpiA	0.6665479899115356	0	0	0	1
gene-PA0739	4	4	5	2	3	0	1	0	host	gene-PA0739	0.7572365563125347	0	1	0	1
gene-PA3081	61	74	95	105	30	15	8	6	host	gene-PA3081	0.7552200946259005	0	0	0	1
gene-PA1636	63	49	33	30	18	9	5	1	host	kdpD	0.7908032767289265	0	0	0	1
gene-PA4799	31	19	21	25	3	6	2	0	host	gene-PA4799	0.8383651618724705	0	1	0	1
gene-PA0023	182	145	44	69	13	15	14	7	host	qor	1.0281215329958362	0	0	0	1
gene-PA1208	34	30	17	30	11	9	3	1	host	gene-PA1208	0.719358043336579	0	0	0	1
gene-PA2796	145	154	69	102	17	12	9	5	host	tal	0.9151231936688116	0	0	0	1
gene-PA4796	63	53	35	42	5	2	2	1	host	gene-PA4796	0.9501006050403947	0	0	0	1
gene-PA0597	69	101	32	47	23	16	13	7	host	gene-PA0597	0.7867600639408291	0	0	0	1
gene-PA2144	41	35	12	20	5	6	5	10	host	glgP	0.7873753247229838	0	0	0	1
gene-PA0798	84	22	26	39	5	8	2	1	host	pmtA	1.1176214719584758	0	0	0	1
gene-PA1210	16	10	5	6	1	1	2	1	host	gene-PA1210	0.9606781429443817	0	0	0	1
gene-PA2491	152	174	51	96	17	27	8	4	host	gene-PA2491	0.9461601718681181	0	0	0	1
gene-PA4940	112	165	223	398	80	91	60	31	host	gene-PA4940	0.7669759323838811	0	0	0	1
gene-PA2564	41	51	18	31	4	6	4	2	host	gene-PA2564	0.9111397622514524	0	0	0	1
gene-PPLUZ19_gp25.1	0	1	63	85	8773	16013	159059	136461	phage	gp25.1	1.564478280609904	0	1	0	1
gene-PA3496	115	100	15	25	7	23	15	7	host	gene-PA3496	1.0563342642838158	0	0	0	1
gene-PA1034	42	54	10	17	7	1	7	6	host	gene-PA1034	1.0038506110884806	0	0	0	1
gene-PA0722	138	267	193	179	145	171	121	150	host	gene-PA0722	0.24942206656850344	0	0	0	1
gene-PA1306	44	62	41	46	10	9	5	3	host	gene-PA1306	0.7864555910502606	0	0	0	1
gene-PA2420	11	6	6	9	0	5	0	4	host	gene-PA2420	0.706475529656597	0	1	0	1
gene-PA4529	233	230	156	202	18	23	16	10	host	coaE	0.8721190702844622	0	0	0	1
gene-PA4675	804	1520	523	912	88	142	167	112	host	gene-PA4675	0.9022175159942336	0	0	0	1
gene-PA5334	254	184	210	299	68	67	39	22	host	rph	0.6985326511943579	0	0	0	1
gene-PA3366.1	6	22	3	10	2	1	0	0	host	amiL	1.2727272727272727	0	1	0	1
gene-PA0033	79	53	23	26	6	3	2	3	host	gene-PA0033	1.0815407715383047	0	0	0	1
gene-PA4612	36	18	9	9	3	5	1	0	host	gene-PA4612	1.1025043888575157	0	1	0	1
gene-PA4039	33	15	14	13	2	4	2	3	host	gene-PA4039	0.9229365038597409	0	0	0	1
gene-PA3421	10	10	6	14	1	1	0	3	host	gene-PA3421	0.8660966786624479	0	1	0	1
gene-PA0084	568	1045	603	947	159	279	183	96	host	gene-PA0084	0.7064278311210715	0	0	0	1
gene-PA0254	33	30	3	18	2	4	3	0	host	gene-PA0254	1.0837834919470966	0	1	0	1
gene-PA4673.1	6	19	3	9	4	7	1	0	host	gene-PA4673.1	0.9179137201652661	0	1	0	1
gene-PA4128	2	2	3	6	1	2	1	0	host	gene-PA4128	0.7957499563805107	0	1	0	1
gene-PA2893	58	37	26	51	3	9	4	3	host	atuH	0.8841659368010272	0	0	0	1
gene-PA1544	119	104	67	102	52	39	36	19	host	anr	0.5143428650230575	0	0	0	1
gene-PA3855	91	120	87	118	17	22	16	8	host	gene-PA3855	0.7604869500760993	0	0	0	1
gene-PA5385	2	0	2	4	1	0	2	1	host	cdhB	0.8164965809277259	0	1	0	1
gene-PA1378	48	38	17	29	4	4	2	0	host	gene-PA1378	0.9744809756940792	0	1	0	1
gene-PA1322	35	21	23	24	8	6	0	1	host	gene-PA1322	0.8062881282892405	0	1	0	1
gene-PA0848	29	19	11	15	7	5	5	0	host	gene-PA0848	0.7688382043829365	0	1	0	1
gene-PA1509	66	102	59	136	8	13	5	4	host	gene-PA1509	0.9576324975628583	0	0	0	1
gene-PA3082	72	100	134	184	46	25	7	11	host	gbt	0.8174477185232548	0	0	0	1
gene-PPLUZ19_gp22	1	3	17	34	43590	66844	301436	267656	phage	gp22	1.3875366403097211	0	0	0	0
gene-PA0191	11	6	4	3	0	1	0	0	host	gene-PA0191	1.158619868636819	0	1	0	1
gene-PA2312	4	10	2	5	3	2	4	1	host	gene-PA2312	0.675881510959902	0	0	0	1
gene-PA1996	27	18	7	10	8	4	0	2	host	ppiC1	0.8838345065129823	0	1	0	1
gene-PA1617	527	369	97	123	21	12	19	9	host	gene-PA1617	1.2400666906440907	0	0	0	1
gene-PA0342	114	134	90	127	15	32	12	19	host	thyA	0.7380993993949767	0	0	0	1
gene-PA2610	72	78	97	149	17	22	11	6	host	gene-PA2610	0.8458158755083535	0	0	0	1
gene-PA3950	151	113	93	142	27	27	15	7	host	gene-PA3950	0.7744404651272202	0	0	0	1
gene-PA3937	4	0	2	4	0	2	1	0	host	gene-PA3937	0.9699630933014224	0	1	0	1
gene-PA3912	6	3	5	3	1	0	1	0	host	gene-PA3912	0.891635491899864	0	1	0	1
gene-PA5031	6	12	1	1	2	5	5	0	host	gene-PA5031	0.9185586535436918	0	1	0	1
gene-PA2164	12	8	4	10	2	3	0	0	host	gene-PA2164	0.8789300769744929	0	1	0	1
gene-PA5194	61	67	42	49	17	14	14	8	host	gene-PA5194	0.6470588235294118	0	0	0	1
gene-PA2818	132	105	66	112	18	21	9	6	host	arr	0.82548491420718	0	0	0	1
gene-PA4224	166	116	158	237	95	86	9	8	host	pchG	0.6703643846172507	0	0	0	1
gene-PA3936	6	4	4	5	1	0	2	1	host	gene-PA3936	0.7050989017489937	0	1	0	1
gene-PA4678	27	36	26	40	10	9	3	10	host	rimI	0.6456939240024583	0	0	0	1
gene-PA5521	234	190	128	187	49	47	17	10	host	gene-PA5521	0.7647994869097073	0	0	0	1
gene-PPLUZ19_gp37	0	2	628	1103	107	512	159718	104563	phage	gp37	1.760998094214545	0	1	0	1
gene-PA3598	12	8	9	5	1	7	0	0	host	gene-PA3598	0.8067178260046388	0	1	0	1
gene-PA5017	189	158	93	138	19	20	12	15	host	gene-PA5017	0.8523812289697722	0	0	0	1
gene-PA0613	29	33	20	38	16	24	16	8	host	gene-PA0613	0.40495513065645994	0	0	0	1
gene-PA0041a	5	14	5	13	0	1	1	1	host	gene-PA0041a	1.044030650891055	0	1	0	1
gene-PA4379	131	161	55	82	20	23	15	6	host	gene-PA4379	0.8821057684620996	0	0	0	1
gene-PA3572	15	19	14	22	3	0	2	0	host	gene-PA3572	0.9049984653148436	0	1	0	1
gene-PA4265	6883	12079	6213	11512	2765	3729	2290	1283	host	tufA	0.6616060943990474	0	0	0	1
gene-PA0234	3	15	2	6	1	3	2	0	host	gene-PA0234	1.118033988749895	0	1	0	1
gene-PA5529	229	235	57	73	25	34	29	20	host	gene-PA5529	0.9675332802396829	0	0	0	1
gene-PA0852	47	61	41	78	9	27	20	6	host	cbpD	0.6565920599763445	0	0	0	1
gene-PA4313	98	89	65	123	24	15	13	13	host	gene-PA4313	0.7556399509933219	0	0	0	1
gene-PA3762	110	88	43	46	12	11	8	2	host	gene-PA3762	0.9413255281782174	0	0	0	1
gene-PA4097	2	1	1	2	1	2	1	1	host	gene-PA4097	0.35208939510976517	0	0	0	1
gene-PA0190	3	9	1	7	2	0	1	0	host	gene-PA0190	1.0921614510504758	0	1	0	1
gene-PA2155	4	7	0	1	0	0	0	1	host	gene-PA2155	1.4736341585129245	0	1	0	1
gene-PA2667	566	466	436	518	97	68	25	21	host	gene-PA2667	0.8220052156375088	0	0	0	1
gene-PA3454	38	22	37	37	2	3	1	2	host	gene-PA3454	0.9264779739545737	0	0	0	1
gene-PA1203	21	28	13	12	1	5	1	1	host	gene-PA1203	0.9290730221824834	0	0	0	1
gene-PA4792	118	81	27	54	5	13	8	4	host	gene-PA4792	1.0156527301505307	0	0	0	1
gene-PA0237	4	1	1	2	1	1	0	0	host	gene-PA0237	0.9591663046625438	0	1	0	1
gene-PA5147	126	98	53	81	17	29	11	5	host	mutY	0.7989789402348322	0	0	0	1
gene-PA2479	13	15	13	27	5	6	1	1	host	gene-PA2479	0.8075810588358662	0	0	0	1
gene-PA1929	8	2	3	5	1	2	1	1	host	gene-PA1929	0.8052286598892233	0	0	0	1
gene-PA4368	225	179	49	93	8	18	8	4	host	gene-PA4368	1.0996510816651768	0	0	0	1
gene-PA2694	15	22	11	9	7	2	1	1	host	gene-PA2694	0.8193169574814188	0	0	0	1
gene-PA4152	13	11	2	6	0	2	2	3	host	gene-PA4152	0.908358440200941	0	1	0	1
gene-PA0953	325	279	133	253	22	31	14	9	host	gene-PA0953	0.9374913685689296	0	0	0	1
gene-PA2098	5	3	3	2	2	1	0	1	host	gene-PA2098	0.6834676493307206	0	1	0	1
gene-PA2704	25	25	15	17	4	2	2	2	host	gene-PA2704	0.8329236548116529	0	0	0	1
gene-PA3179	97	92	99	138	56	89	63	38	host	gene-PA3179	0.3455458398499998	0	0	0	1
gene-PA0253	41	33	16	32	8	9	3	5	host	gene-PA0253	0.7520930425503822	0	0	0	1
gene-PA2839	11	8	6	7	0	2	0	2	host	gene-PA2839	0.8461970117626565	0	1	0	1
gene-PA4235	64	69	40	33	14	18	6	10	host	bfrA	0.7162758030968603	0	0	0	1
gene-PA4830	8	2	2	1	2	2	1	1	host	gene-PA4830	0.916152378185748	0	0	0	1
gene-PA0384	12	28	12	20	0	4	4	0	host	gene-PA0384	0.938083151964686	0	1	0	1
gene-PA4285	353	281	191	223	45	49	36	34	host	recC	0.7846183269765921	0	0	0	1
gene-PA4520	775	671	203	403	27	42	32	32	host	gene-PA4520	1.0534247335153608	0	0	0	1
gene-PA0772	26	36	24	52	14	7	3	4	host	recO	0.7766179455172685	0	0	0	1
gene-PA2954	53	42	28	18	5	11	7	6	host	gene-PA2954	0.7978344392087517	0	0	0	1
gene-PA4051	61	78	84	159	17	30	23	18	host	thiL	0.7746901715708508	0	0	0	1
gene-PA4735	400	334	344	457	79	74	31	25	host	gene-PA4735	0.7809153079056461	0	0	0	1
gene-PA4069	113	87	73	78	6	10	3	4	host	gene-PA4069	0.9083828636213848	0	0	0	1
gene-PA1393	14	24	7	24	0	2	5	0	host	cysC	0.9874559494365115	0	1	0	1
gene-PA2292	12	15	1	3	1	3	1	0	host	gene-PA2292	1.186342028003479	0	1	0	1
gene-PA4776	14	14	9	13	2	2	0	1	host	pmrA	0.8495015553617211	0	1	0	1
gene-PA0465	27	33	17	22	3	3	5	1	host	creD	0.8431489128727307	0	0	0	1
gene-PA1307	384	356	178	246	39	47	15	12	host	gene-PA1307	0.9041835308335547	0	0	0	1
gene-PA5544	182	158	132	163	22	16	7	9	host	gene-PA5544	0.8572809471857448	0	0	0	1
gene-PA1099	156	94	98	114	15	10	9	4	host	fleR	0.8934248709320779	0	0	0	1
gene-PA3742	459	1005	718	1390	331	524	396	212	host	rplS	0.585228135267886	0	0	0	1
gene-PA5460	3	6	7	4	1	0	2	1	host	gene-PA5460	0.7817359599705717	0	1	0	1
gene-PA3768	522	631	92	109	13	21	9	8	host	gene-PA3768	1.342903203820032	0	0	0	1
gene-PA4099	6	6	3	7	0	1	0	0	host	gene-PA4099	0.9905031086864797	0	1	0	1
gene-PA0963	1059	1465	1553	2262	386	413	231	157	host	aspS	0.7622447154448392	0	0	0	1
gene-PA1879	27	9	10	15	6	8	2	3	host	gene-PA1879	0.7483314773547882	0	0	0	1
gene-PA4898	8	12	14	17	1	1	1	0	host	opdK	0.9536587547839802	0	1	0	1
gene-PA1046	78	69	70	97	20	17	13	3	host	gene-PA1046	0.7386106311559812	0	0	0	1
gene-PA1340	190	34	339	88	34	20	10	11	host	gene-PA1340	1.2059289614753081	0	0	0	1
gene-PA4834	25	28	11	27	5	2	3	2	host	gene-PA4834	0.857397544627587	0	0	0	1
gene-PPLUZ19_gp3	2	1	85868	78446	48884	40214	11560	12756	phage	gp3	0.9215546473012954	0	0	0	0
gene-PA4310	199	168	177	188	40	44	29	23	host	pctB	0.6929778567953718	0	0	0	1
gene-PA2120	12	10	3	6	5	0	0	0	host	gene-PA2120	0.9686442096757053	0	1	0	1
gene-PA3836	755	592	358	420	39	18	12	13	host	gene-PA3836	1.0077702993931863	0	0	0	1
gene-PA4753	154	132	192	265	65	61	17	21	host	gene-PA4753	0.7251560135372096	0	0	0	1
gene-PA1570	74	36	23	30	4	3	2	2	host	gene-PA1570	1.0843047262331211	0	0	0	1
gene-PA1215	6	1	3	2	1	1	1	0	host	gene-PA1215	0.940449065311059	0	1	0	1
gene-PA3120	25	19	10	27	7	4	2	1	host	leuD	0.8190934790509706	0	0	0	1
gene-PA1261	7	7	6	3	1	0	0	1	host	gene-PA1261	0.9252026804976302	0	1	0	1
gene-PA4525	13612	14263	10278	13980	1565	2286	632	338	host	pilA	0.849367842344904	0	0	0	1
gene-PA0295	40	36	27	29	5	4	2	0	host	gene-PA0295	0.8745173948364795	0	1	0	1
gene-PA2651	91	95	57	67	17	12	12	7	host	gene-PA2651	0.7760940825090664	0	0	0	1
gene-PA3125	22	19	4	12	1	1	3	1	host	gene-PA3125	1.0246397519690482	0	0	0	1
gene-PA2859	119	89	50	84	17	17	20	6	host	greB	0.7851086764082036	0	0	0	1
gene-PA3263	75	74	65	58	8	9	5	15	host	gene-PA3263	0.7739906933587883	0	0	0	1
gene-PA5488	385	330	228	290	46	51	29	25	host	gene-PA5488	0.8173622974727592	0	0	0	1
gene-PA0251	13	6	5	21	1	2	0	2	host	gene-PA0251	1.0844353369380766	0	1	0	1
gene-PA2446	165	152	48	61	11	8	5	2	host	gcvH2	1.102294007628838	0	0	0	1
gene-PA1797a	16	17	26	30	12	15	3	4	host	gene-PA1797a	0.5743659336969126	0	0	0	1
gene-PA3065	9	12	4	9	0	3	1	0	host	gene-PA3065	0.916152378185748	0	1	0	1
gene-PA4087	2	1	0	4	2	0	1	1	host	gene-PA4087	0.8860722131644512	0	1	0	1
gene-PA2218	16	10	10	17	2	2	0	0	host	gene-PA2218	0.9241801537590121	0	1	0	1
gene-PA1822	616	537	250	415	58	49	34	22	host	fimL	0.9246552584529236	0	0	0	1
gene-PA1768	46	69	72	93	18	22	9	9	host	gene-PA1768	0.7198292340938116	0	0	0	1
gene-PA3475	29	52	17	32	4	5	6	2	host	pheC	0.9102183174100033	0	0	0	1
gene-PA2202	17	26	34	53	5	5	2	1	host	gene-PA2202	0.9747910619990721	0	0	0	1
gene-PA4984	74	38	20	25	5	6	2	3	host	gene-PA4984	1.069332916275281	0	0	0	1
gene-PA1040	18	16	6	25	4	2	2	1	host	gene-PA1040	0.9216969137826991	0	0	0	1
gene-PA0159	31	36	32	30	7	7	2	4	host	gene-PA0159	0.7410259165748719	0	0	0	1
gene-PA0746	221	202	226	206	15	12	6	4	host	gene-PA0746	0.9196652380586682	0	0	0	1
gene-PA4201	313	195	100	105	23	25	10	4	host	ddlA	1.0527695993637132	0	0	0	1
gene-PA4335	60	33	18	25	5	4	4	5	host	gene-PA4335	0.964105322232076	0	0	0	1
gene-PA0926	23	28	28	34	5	7	5	2	host	gene-PA0926	0.7354340060310058	0	0	0	1
gene-PA2850	16	14	15	13	4	6	3	0	host	ohr	0.662870232436625	0	1	0	1
gene-PA0579	147	269	360	573	154	212	133	75	host	rpsU	0.6268472751570431	0	0	0	1
gene-PA3697	160	152	77	96	14	20	5	11	host	gene-PA3697	0.8973967844452311	0	0	0	1
gene-PA1603	17	9	3	7	3	4	2	1	host	gene-PA1603	0.8553180683872175	0	0	0	1
gene-PA4541.1	15	76	39	102	81	122	23	21	host	gene-PA4541.1	0.6376392613780001	0	0	0	1
gene-PA2291	931	2170	1029	3292	129	230	108	40	host	gene-PA2291	1.1107633839875088	0	0	0	1
gene-PA0343	70	74	48	105	14	15	8	8	host	gene-PA0343	0.8117287689051816	0	0	0	1
gene-PA0032	37	38	13	11	6	5	3	1	host	gene-PA0032	0.9766432041906512	0	0	0	1
gene-PA3703	267	266	162	250	28	32	14	13	host	wspF	0.8659733605522902	0	0	0	1
gene-PA0365	9	7	8	6	0	0	1	0	host	gene-PA0365	0.9607272652797052	0	1	0	1
gene-PA4453	439	692	308	500	106	166	98	53	host	gene-PA4453	0.728662493872972	0	0	0	1
gene-PA3641	188	279	235	382	77	81	35	35	host	gene-PA3641	0.728224689701781	0	0	0	1
gene-PA3627	174	168	94	151	29	35	25	12	host	ygbB	0.7558586748844343	0	0	0	1
gene-PA4981	24	28	10	35	2	4	1	0	host	gene-PA4981	1.0007393716352069	0	1	0	1
gene-PA4185	11	17	14	25	8	6	2	1	host	gene-PA4185	0.7174532939675887	0	0	0	1
gene-PA0246	32	27	13	23	7	7	0	3	host	gene-PA0246	0.7945926950459639	0	1	0	1
gene-PA0143	24	41	20	36	4	5	5	3	host	nuh	0.8319143558589082	0	0	0	1
gene-PA0905.2	164	293	177	292	88	143	59	32	host	gene-PA0905.2	0.5881563087513364	0	0	0	1
gene-PA1457	1066	861	624	834	73	67	26	34	host	cheZ	0.9226907331016816	0	0	0	1
gene-PA4225	908	688	1130	1376	490	359	51	56	host	pchF	0.717188763297867	0	0	0	1
gene-PA3117	384	367	320	412	91	85	57	41	host	asd	0.6995595403103804	0	0	0	1
gene-PA4154	12	11	11	12	6	1	2	0	host	gene-PA4154	0.7142007033237221	0	1	0	1
gene-PA3722	62	99	74	117	50	54	29	13	host	gene-PA3722	0.5154192521939482	0	0	0	1
gene-PA2834	31	22	12	16	5	3	1	0	host	gene-PA2834	0.9256295822070457	0	1	0	1
gene-PA2463	36	41	37	40	15	18	9	5	host	gene-PA2463	0.5541627549745786	0	0	0	1
gene-PA1006	20	28	16	31	3	4	5	0	host	gene-PA1006	0.8441792809576135	0	1	0	1
gene-PA2809	31	50	9	23	5	4	2	2	host	copR	1.0373474322218734	0	0	0	1
gene-PA1590	197	276	306	532	74	65	46	25	host	braB	0.8620668280805329	0	0	0	1
gene-PA0301	221	363	420	497	58	57	17	17	host	spuE	0.8922027301359683	0	0	0	1
gene-PA0539	4	3	7	6	0	3	1	0	host	gene-PA0539	0.8164965809277259	0	1	0	1
gene-PA5307	212	181	109	153	24	24	13	19	host	gene-PA5307	0.8355901690606201	0	0	0	1
gene-PA0179	49	42	25	55	8	16	2	1	host	gene-PA0179	0.8130528853576056	0	0	0	1
gene-PA2763a	17	16	13	51	3	4	3	0	host	gene-PA2763a	1.1576342430964923	0	1	0	1
gene-PA0582	50	80	30	94	21	25	11	5	host	folB	0.7681990542125954	0	0	0	1
gene-PA0734	12	15	6	5	3	2	0	0	host	gene-PA0734	0.9574506441971582	0	1	0	1
gene-PA4838	13	14	9	18	2	3	2	1	host	gene-PA4838	0.7999739850088545	0	0	0	1
gene-PA1600	13	5	16	5	2	1	0	1	host	gene-PA1600	1.0397715770282865	0	1	0	1
gene-PA2249	1422	1160	1447	2146	229	205	35	45	host	bkdB	0.9041113910373775	0	0	0	1
gene-PA1412	4	2	3	2	2	0	1	1	host	gene-PA1412	0.621825270205921	0	1	0	1
gene-PA2772	25	37	29	36	7	13	9	2	host	gene-PA2772	0.64878820398681	0	0	0	1
gene-PA4092	32	8	10	10	1	3	0	0	host	hpaC	1.239014225099938	0	1	0	1
gene-PA0508	333	195	88	88	28	18	23	29	host	gene-PA0508	1.0371157035409324	0	0	0	1
gene-PA4349	41	35	10	11	3	5	3	1	host	gene-PA4349	1.0654453561392108	0	0	0	1
gene-PA4034	11	10	21	9	2	1	1	2	host	aqpZ	0.9241801537590121	0	0	0	1
gene-PA3311	68	48	42	45	7	11	2	2	host	gene-PA3311	0.8495169288164179	0	0	0	1
gene-PA4301	15	21	10	20	6	3	9	8	host	tadB	0.5307198093797262	0	0	0	1
gene-PA2662	14	19	10	9	4	3	1	2	host	gene-PA2662	0.7735212134375354	0	0	0	1
gene-PA1723	844	345	636	432	160	88	20	51	host	pscJ	0.8710571163710854	0	0	0	1
gene-PA5014	677	710	397	562	113	130	80	39	host	glnE	0.7793838576766645	0	0	0	1
gene-PA0659	265	255	135	240	44	81	45	30	host	gene-PA0659	0.6960743533786433	0	0	0	1
gene-PA1554	140	348	240	461	133	183	144	78	host	ccoN1	0.5578205632681656	0	0	0	1
gene-PA1985	10	13	11	11	6	8	3	6	host	pqqA	0.3673528234351999	0	0	0	1
gene-PA1759	527	361	272	348	37	17	13	11	host	gene-PA1759	0.9614696190186265	0	0	0	1
gene-PA1136	22	29	4	8	1	0	1	1	host	gene-PA1136	1.2593087730412211	0	1	0	1
gene-PA1434	38	30	12	22	1	6	2	0	host	gene-PA1434	0.9779236744713106	0	1	0	1
gene-PA4585	120	69	54	83	21	34	14	13	host	rtcA	0.6973889899521074	0	0	0	1
gene-PA3969	65	60	30	35	8	7	4	4	host	gene-PA3969	0.8832157674730338	0	0	0	1
gene-PA3962	8	11	7	2	5	1	3	3	host	gene-PA3962	0.6403124237432849	0	0	0	1
gene-PA3712	493	267	44	48	8	13	4	3	host	gene-PA3712	1.5145165336101527	0	0	0	1
gene-PA0603	265	226	166	300	31	40	8	7	host	gene-PA0603	0.8810276668179708	0	0	0	1
gene-PA1369	64	144	36	80	9	13	6	5	host	gene-PA1369	1.030199397606762	0	0	0	1
gene-PA4462	765	1518	199	332	57	85	33	27	host	rpoN	1.2976469183539352	0	0	0	1
gene-PA2616	153	153	151	199	37	40	15	29	host	trxB1	0.7076295430786081	0	0	0	1
gene-PA1621	30	34	27	37	5	8	6	2	host	gene-PA1621	0.7371254323229822	0	0	0	1
gene-PA3725	118	124	97	149	27	38	16	13	host	recJ	0.7070608533680035	0	0	0	1
gene-PA0296	319	324	524	625	73	79	17	15	host	spuI	0.9006959851781703	0	0	0	1
gene-PA4668	82	74	52	83	11	14	5	4	host	gene-PA4668	0.8232307548553108	0	0	0	1
gene-PA4101	28	25	13	12	3	3	3	0	host	bfmR	0.9211910469098454	0	1	0	1
gene-PA0687	4	8	5	10	3	2	4	3	host	gene-PA0687	0.5273580461846957	0	0	0	1
gene-PA3300	281	235	128	144	14	15	10	9	host	fadD2	0.983751140134762	0	0	0	1
gene-PA2637	64	181	328	588	96	126	77	37	host	nuoA	0.9303219756417553	0	0	0	1
gene-PA3483	80	124	86	118	9	28	13	3	host	gene-PA3483	0.8133506809678681	0	0	0	1
gene-PA1462	200	232	129	202	31	35	20	10	host	gene-PA1462	0.8180208035054476	0	0	0	1
gene-PA1495	9	14	3	9	2	0	3	0	host	gene-PA1495	0.9486832980505138	0	1	0	1
gene-PA2645	21	20	29	33	18	21	11	12	host	nuoJ	0.3419277709560371	0	0	0	1
gene-PA2403	507	408	354	549	83	123	33	24	host	gene-PA2403	0.7838435407932219	0	0	0	1
gene-PA2979	104	100	137	150	28	27	14	10	host	kdsB	0.7571389994252048	0	0	0	1
gene-PA1670	25	14	10	15	3	3	3	1	host	stp1	0.8456479917384873	0	0	0	1
gene-PA4067	33	120	53	130	16	22	14	14	host	oprG	0.8935716730585749	0	0	0	1
gene-PA1478	21	25	16	28	5	8	5	1	host	gene-PA1478	0.7039154864300288	0	0	0	1
gene-PA5520	145	175	65	89	19	20	13	4	host	gene-PA5520	0.9186102463073561	0	0	0	1
gene-PA0609	479	457	263	359	71	87	45	33	host	trpE	0.7879226097959443	0	0	0	1
gene-PA0790	15	10	22	28	3	5	0	1	host	gene-PA0790	0.9196765674203794	0	1	0	1
gene-PA2910	12	8	11	11	3	2	2	1	host	gene-PA2910	0.7054076835419358	0	0	0	1
gene-PPLUZ19_gp30	0	1	650	1103	1337	3159	157223	115266	phage	gp30	1.7072323897060178	0	1	0	1
gene-PA1011	1411	1324	841	1277	209	255	170	102	host	gene-PA1011	0.771703650713962	0	0	0	1
gene-PA0226	15	8	11	10	1	3	0	1	host	gene-PA0226	0.8578714104891307	0	1	0	1
gene-PA5335	73	37	50	68	22	15	6	7	host	gene-PA5335	0.7162158665056212	0	0	0	1
gene-PA2158	10	8	6	7	1	4	1	0	host	gene-PA2158	0.7485071580608772	0	1	0	1
gene-PA1163	46	55	24	47	12	14	14	6	host	ndvB	0.6561397081078431	0	0	0	1
gene-PA0665	362	405	259	370	78	105	39	40	host	gene-PA0665	0.7149839426834382	0	0	0	1
gene-PA5265	98	73	31	53	15	12	7	4	host	gene-PA5265	0.8850521000311764	0	0	0	1
gene-PA3941	31	30	29	28	7	6	5	2	host	gene-PA3941	0.7157425057893185	0	0	0	1
gene-PA2944	45	29	26	38	11	8	5	4	host	cobN	0.7163357347563735	0	0	0	1
gene-PA4864	10	4	0	2	1	3	1	0	host	ureD	1.1732080947385637	0	1	0	1
gene-PA1871	45	110	8	31	2	9	6	3	host	lasA	1.2919863596814538	0	0	0	1
gene-PA2907	28	19	16	23	9	5	0	1	host	cobL	0.7729750591794785	0	1	0	1
gene-PA0451	54	38	18	22	4	4	1	4	host	gene-PA0451	0.9925046087224557	0	0	0	1
gene-PA2304	33	37	15	27	3	3	0	1	host	ambC	0.968649159825617	0	1	0	1
gene-PA0529	30	20	12	36	0	2	1	0	host	gene-PA0529	1.0736527019933393	0	1	0	1
gene-PA3747	40	42	16	29	3	7	2	1	host	gene-PA3747	0.9200709821774067	0	0	0	1
gene-PA4417	475	388	251	480	39	47	28	12	host	murE	0.9073165731874019	0	0	0	1
gene-PA2775.1	20	25	4	7	3	10	3	3	host	gene-PA2775.1	0.8548944054352235	0	0	0	1
gene-PA4581	72	88	17	23	3	8	5	1	host	rtcR	1.1628162748868962	0	0	0	1
gene-PA4486	64	55	62	78	7	13	6	4	host	gene-PA4486	0.8117192764805206	0	0	0	1
gene-PA0380	10	15	9	19	8	8	6	0	host	gene-PA0380	0.5692880544055785	0	1	0	1
